family,input_profile,populated_slots,population,reason,split,vocabulary_profile
conflictWith,factorized,1671,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
conflictWith,factorized,100369,parent_pool,role,test,existing_train_val_minocc100
distinct,factorized,2,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
distinct,factorized,2,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
distinct,factorized,1989,parent_pool,output_constant,test,existing_train_val_minocc100
distinct,factorized,1992,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
distinct,factorized,213356,parent_pool,role,test,existing_train_val_minocc100
inverse,factorized,10,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
inverse,factorized,39,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
inverse,factorized,18985,parent_pool,output_constant,test,existing_train_val_minocc100
inverse,factorized,361,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
inverse,factorized,45666,parent_pool,role,test,existing_train_val_minocc100
itemRequiresStatement,factorized,236,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
itemRequiresStatement,factorized,66,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
itemRequiresStatement,factorized,608,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
itemRequiresStatement,factorized,44971,parent_pool,output_constant,test,existing_train_val_minocc100
itemRequiresStatement,factorized,12877,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
itemRequiresStatement,factorized,31692,parent_pool,role,test,existing_train_val_minocc100
oneOf,factorized,3,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
oneOf,factorized,24,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
oneOf,factorized,1,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
oneOf,factorized,1483,parent_pool,output_constant,test,existing_train_val_minocc100
oneOf,factorized,20,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
oneOf,factorized,9230,parent_pool,role,test,existing_train_val_minocc100
single,factorized,69,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
single,factorized,1,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
single,factorized,258,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
single,factorized,964,parent_pool,output_constant,test,existing_train_val_minocc100
single,factorized,4418,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
single,factorized,117794,parent_pool,role,test,existing_train_val_minocc100
symmetric,factorized,6,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
symmetric,factorized,13,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
symmetric,factorized,22,parent_pool,output_constant,test,existing_train_val_minocc100
symmetric,factorized,105,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
symmetric,factorized,26965,parent_pool,role,test,existing_train_val_minocc100
type,factorized,37,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
type,factorized,10,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
type,factorized,125,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
type,factorized,55826,parent_pool,output_constant,test,existing_train_val_minocc100
type,factorized,1265,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
type,factorized,34723,parent_pool,role,test,existing_train_val_minocc100
valueRequiresStatement,factorized,72,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
valueRequiresStatement,factorized,5,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
valueRequiresStatement,factorized,225,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
valueRequiresStatement,factorized,44287,parent_pool,output_constant,test,existing_train_val_minocc100
valueRequiresStatement,factorized,4691,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
valueRequiresStatement,factorized,42652,parent_pool,role,test,existing_train_val_minocc100
valueType,factorized,23,parent_pool,known_constant_blocked_by_output_mask,test,existing_train_val_minocc100
valueType,factorized,7,parent_pool,local_constraint_parameter,test,existing_train_val_minocc100
valueType,factorized,124,parent_pool,missing_role_present_local_neighbor,test,existing_train_val_minocc100
valueType,factorized,57736,parent_pool,output_constant,test,existing_train_val_minocc100
valueType,factorized,1054,parent_pool,outside_fixed_vocabulary_and_input,test,existing_train_val_minocc100
valueType,factorized,32553,parent_pool,role,test,existing_train_val_minocc100
conflictWith,factorized,51,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
conflictWith,factorized,9,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
conflictWith,factorized,297,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
conflictWith,factorized,20977,parent_pool,output_constant,train,existing_train_val_minocc100
conflictWith,factorized,8114,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
conflictWith,factorized,468102,parent_pool,role,train,existing_train_val_minocc100
distinct,factorized,3,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
distinct,factorized,17,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
distinct,factorized,9061,parent_pool,output_constant,train,existing_train_val_minocc100
distinct,factorized,9207,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
distinct,factorized,995034,parent_pool,role,train,existing_train_val_minocc100
inverse,factorized,19,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
inverse,factorized,5,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
inverse,factorized,194,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
inverse,factorized,88171,parent_pool,output_constant,train,existing_train_val_minocc100
inverse,factorized,1951,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
inverse,factorized,213578,parent_pool,role,train,existing_train_val_minocc100
itemRequiresStatement,factorized,523,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
itemRequiresStatement,factorized,134,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
itemRequiresStatement,factorized,2862,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
itemRequiresStatement,factorized,210659,parent_pool,output_constant,train,existing_train_val_minocc100
itemRequiresStatement,factorized,59936,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
itemRequiresStatement,factorized,148274,parent_pool,role,train,existing_train_val_minocc100
oneOf,factorized,3,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
oneOf,factorized,42,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
oneOf,factorized,1,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
oneOf,factorized,6992,parent_pool,output_constant,train,existing_train_val_minocc100
oneOf,factorized,63,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
oneOf,factorized,42990,parent_pool,role,train,existing_train_val_minocc100
single,factorized,167,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
single,factorized,5,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
single,factorized,1279,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
single,factorized,4809,parent_pool,output_constant,train,existing_train_val_minocc100
single,factorized,20432,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
single,factorized,549944,parent_pool,role,train,existing_train_val_minocc100
symmetric,factorized,8,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
symmetric,factorized,68,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
symmetric,factorized,137,parent_pool,output_constant,train,existing_train_val_minocc100
symmetric,factorized,581,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
symmetric,factorized,126919,parent_pool,role,train,existing_train_val_minocc100
type,factorized,83,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
type,factorized,21,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
type,factorized,516,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
type,factorized,260515,parent_pool,output_constant,train,existing_train_val_minocc100
type,factorized,6003,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
type,factorized,161787,parent_pool,role,train,existing_train_val_minocc100
valueRequiresStatement,factorized,157,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
valueRequiresStatement,factorized,6,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
valueRequiresStatement,factorized,1107,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
valueRequiresStatement,factorized,206674,parent_pool,output_constant,train,existing_train_val_minocc100
valueRequiresStatement,factorized,22315,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
valueRequiresStatement,factorized,199284,parent_pool,role,train,existing_train_val_minocc100
valueType,factorized,44,parent_pool,known_constant_blocked_by_output_mask,train,existing_train_val_minocc100
valueType,factorized,11,parent_pool,local_constraint_parameter,train,existing_train_val_minocc100
valueType,factorized,524,parent_pool,missing_role_present_local_neighbor,train,existing_train_val_minocc100
valueType,factorized,269458,parent_pool,output_constant,train,existing_train_val_minocc100
valueType,factorized,4980,parent_pool,outside_fixed_vocabulary_and_input,train,existing_train_val_minocc100
valueType,factorized,152198,parent_pool,role,train,existing_train_val_minocc100
conflictWith,factorized,4,parent_pool,known_constant_blocked_by_output_mask,val,existing_train_val_minocc100
conflictWith,factorized,72,parent_pool,missing_role_present_local_neighbor,val,existing_train_val_minocc100
conflictWith,factorized,4446,parent_pool,output_constant,val,existing_train_val_minocc100
conflictWith,factorized,1728,parent_pool,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
conflictWith,factorized,100310,parent_pool,role,val,existing_train_val_minocc100
distinct,factorized,2,parent_pool,known_constant_blocked_by_output_mask,val,existing_train_val_minocc100
distinct,factorized,2,parent_pool,missing_role_present_local_neighbor,val,existing_train_val_minocc100
distinct,factorized,1956,parent_pool,output_constant,val,existing_train_val_minocc100
distinct,factorized,1983,parent_pool,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
distinct,factorized,213269,parent_pool,role,val,existing_train_val_minocc100
inverse,factorized,2,parent_pool,known_constant_blocked_by_output_mask,val,existing_train_val_minocc100
inverse,factorized,50,parent_pool,missing_role_present_local_neighbor,val,existing_train_val_minocc100
inverse,factorized,18949,parent_pool,output_constant,val,existing_train_val_minocc100
inverse,factorized,390,parent_pool,outside_fixed_vocabulary_and_input,val,existing_train_val_minocc100
