index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_events,oracle_events,non_vacuous_oracle_events
140,59402,inverse,1,41,2,12,12,"[74215, 30780, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]","[74215, 74214, 74195, 0, 0, 0]",0,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 10}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
141,52397,valueRequiresStatement,1,41,1,28,,"[74215, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 9, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 9, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 9, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 7, ""numerator"": 3}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
142,51435,valueType,1,44,4,31,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 204, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 204, ""numerator"": 191}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 0}, ""srr"": {""denominator"": 191, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 204, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 246, ""numerator"": 235}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 2}, ""srr"": {""denominator"": 191, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
144,67492,valueType,1,44,4,31,,"[74195, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 54, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 54, ""numerator"": 22}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 31, ""numerator"": 0}, ""srr"": {""denominator"": 22, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 54, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 58, ""numerator"": 26}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 31, ""numerator"": 0}, ""srr"": {""denominator"": 22, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
146,55764,itemRequiresStatement,1,41,1,30,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 22, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 22, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 17, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 22, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 24, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 17, ""numerator"": 2}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
147,52216,conflictWith,1,42,22,22,24,"[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74196, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 11}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 14, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 14, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 7, ""numerator"": 1}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
148,66337,conflictWith,1,43,23,32,,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74196, 74197]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 62, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 85, ""numerator"": 78}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 55, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 62, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 62, ""numerator"": 58}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 6, ""numerator"": 3}, ""srr"": {""denominator"": 55, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
149,72933,inverse,1,42,2,31,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 6, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 6, ""numerator"": 1}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 6, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 8, ""numerator"": 3}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 5, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
152,57013,inverse,1,42,2,30,,"[74215, 42801, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 7}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 11, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 13, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 6, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
154,53992,valueType,1,43,3,30,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 185, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 185, ""numerator"": 169}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 169, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 185, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 217, ""numerator"": 201}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 16, ""numerator"": 0}, ""srr"": {""denominator"": 169, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
156,67492,valueType,1,44,4,31,,"[74215, 74214, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 35, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 35, ""numerator"": 25}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 35, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 39, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 24, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
158,66339,valueRequiresStatement,1,41,1,32,,"[74215, 74214, 98365, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 37, ""numerator"": 33}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 48}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 4, ""numerator"": 0}, ""srr"": {""denominator"": 32, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
160,55082,single,1,42,22,22,23,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 74195, 74214, 74197]",1,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 4}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 12, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
162,73459,valueType,1,42,2,32,,"[74215, 29762, 35288, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 113, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 113, ""numerator"": 106}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 106, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 113, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 147, ""numerator"": 142}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 106, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
167,65158,valueType,1,42,2,31,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 172, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 172, ""numerator"": 124}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 47, ""numerator"": 0}, ""srr"": {""denominator"": 124, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 172, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 214, ""numerator"": 167}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 47, ""numerator"": 1}, ""srr"": {""denominator"": 124, ""numerator"": 1}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
